A
300
188 293
14 15 0 16 2471946 42 3050476 67 2197941 93 2369055 118 2145750 144 1764898 169 1341295 195 968964 220 1934521 246 1264482 271 1251193 297 1030865 298 0
0
494 2 964 127 0.9228940573436903 0.12157139032287166 0
10 69 0 70 1269726 95 1070969 120 1505277 145 1658334 169 2013465 194 2022160 219 1369628 244 2402759 245 0
0
495 2 1287 23 0.9125344542494542 0.1403769849921004 0
7 130 0 131 1494468 157 1074479 184 842141 211 904072 237 631552 238 0
1 494
496 2 936 102 0.9228053879485042 0.14128327795070142 0
11 61 0 62 884064 87 876577 111 553983 136 542511 161 810780 185 1507425 210 912852 234 1590815 259 2218383 260 0
0
497 2 748 158 0.9110026720251936 0.03466264029633704 0
7 74 0 75 2220385 101 1883771 127 1340092 153 1464856 179 1300938 180 0
0
498 2 699 166 0.9265242712156911 0.1188516483074015 0
10 76 0 77 1626473 103 2150192 128 1521445 154 1536236 180 1581261 206 1125175 231 783951 257 1056029 258 0
1 497
499 2 622 33 0.9285532797202184 0.037226266437398146 0
12 1 0 2 729068 27 881889 52 1003883 76 630730 101 717295 126 1578534 151 2244868 175 2885264 200 2951022 225 2444214 226 0
2 498 500
500 2 1145 83 0.9104349328159496 0.0022034598095738434 0
13 41 0 42 974935 66 1673821 90 1473536 114 1683880 138 1760268 162 2219905 186 2539288 210 1878233 234 1799123 258 1960505 282 2302830 283 0
0
501 2 911 139 0.9253008107384045 0.033541303098696684 0
15 9 0 10 983376 34 956481 58 1148002 83 1324927 107 1722132 131 978623 155 1457482 179 2843285 203 2811438 227 2700278 252 2039007 276 1140272 300 667482 301 0
0
502 2 1452 143 0.9290085239138586 0.08024555900049067 0
11 61 0 62 470624 88 699875 114 1048394 140 1054034 165 1340466 191 1336452 217 1890375 243 3153433 269 3216171 270 0
1 501
503 2 979 58 0.9126253512230431 0.12940353487556847 0
13 4 0 5 950925 31 1250873 57 1211079 83 1485678 109 1814170 135 1544076 160 1572749 186 1575671 212 1026501 238 992786 264 646944 265 0
1 501
504 2 1119 22 0.9299581020777847 0.1356814741903184 0
11 31 0 32 2424197 58 2228369 85 1841993 111 1466907 137 1093258 163 952562 189 539280 216 602326 242 455804 243 0
0
505 2 1266 139 0.918352171030929 0.025667053332467358 0
12 17 0 18 2435098 43 1408123 68 1098825 93 1519204 118 1729312 142 1317361 167 1212222 192 1952573 217 1838431 242 1456828 243 0
0
506 2 1486 172 0.9191213605457387 0.04906619188688852 0
10 79 0 80 1758679 105 2182332 130 1686110 155 1202496 179 1616373 204 1789024 229 1221686 254 713535 255 0
1 505
507 2 1294 38 0.9223958998758847 0.11358179461849953 0
10 54 0 55 2110559 79 2312647 104 2457552 128 1526466 152 1366225 176 1107036 201 696269 225 747833 226 0
1 506
508 2 1494 40 0.9170260702804268 0.030562759037997766 0
9 11 0 12 3228189 37 1798181 62 1613673 87 1604653 113 680082 138 527656 163 824450 164 0
0
509 2 1311 147 0.9223323325609543 0.0253909972565375 0
10 57 0 58 2217397 84 1728374 109 1719337 135 2093518 160 1427984 186 765170 211 621577 237 672006 238 0
2 508 510
510 2 1027 110 0.9162524012994202 0.09330170391596283 0
11 66 0 67 1098591 91 1130334 114 1176357 137 1476929 161 2492591 185 1833937 208 1831079 231 1182363 255 1590559 256 0
0
511 2 727 73 0.9181246418153014 0.02039823706879195 0
8 0 0 1 1468013 24 2068187 47 1740976 69 2055373 92 1324598 115 1919802 116 0
0
512 2 783 131 0.9177476624081342 0.11579971365712426 0
14 16 0 17 1497756 42 1484639 67 2085434 93 1917599 118 1785145 143 2772423 168 1936743 193 1544658 218 809805 244 564650 269 377310 294 369731 295 0
0
513 2 1435 1 0.9245737165513771 0.0748449060272697 0
8 72 0 73 828223 99 1057447 125 1095298 150 1585237 176 1308712 202 1346614 203 0
1 512
514 2 929 44 0.9201651973950862 0.059124545235344196 0
13 49 0 50 2748258 75 1877882 99 962301 124 1833037 148 1631934 173 1301109 198 666960 222 834842 247 907784 271 892246 296 686731 297 0
0
515 2 819 13 0.9209729086637743 0.09218789866216158 0
7 60 0 61 1795948 87 1857730 113 1587704 139 1848568 165 2193326 166 0
1 514
516 2 1495 14 0.9103534793491778 0.0426294049175903 0
11 24 0 25 622130 50 717737 75 1500254 99 1315973 124 895206 149 1454370 173 1007425 198 1027208 223 679164 224 0
0
517 2 1055 132 0.9251651231698055 0.1376296322039856 0
12 42 0 43 1488190 69 1956171 95 1528349 121 1730515 147 1733793 172 1278783 198 1171135 224 1093789 250 1028117 276 1530069 277 0
1 516
518 2 1352 183 0.9224059065119118 0.0651111167657654 0
9 91 0 92 2896818 115 1784700 139 1031418 162 884948 185 890735 209 1354165 232 2796413 233 0
0
519 2 1243 152 0.9164220745786635 0.04273589229322085 0
10 112 0 113 1732478 138 1061390 163 1376024 188 1429794 213 930411 238 929643 263 838958 288 506783 289 0
0
520 2 689 133 0.9210621927171202 0.010768361105522383 0
14 0 0 1 2474998 27 2457532 53 1598168 79 2003086 105 1253428 131 816278 156 1169730 182 1015402 208 1490080 234 1769095 260 2165032 286 2160529 287 0
0
521 2 1221 28 0.9152024595714722 0.0843091365854453 0
11 10 0 11 974327 37 1526268 63 1765639 89 2184364 115 1456763 141 583522 167 502347 193 535969 219 606765 220 0
1 520
522 2 1303 122 0.9145549733290115 0.09940927847357987 0
14 17 0 18 2035157 42 783523 67 817730 91 739333 115 674786 139 523683 164 679043 188 447738 212 561030 236 792085 261 1490648 285 1444801 286 0
0
523 2 817 55 0.9191658831884201 0.14615380609007633 0
11 53 0 54 1129344 80 1222260 106 636315 132 785938 159 1113126 185 788422 211 815171 237 1510230 263 1308626 264 0
1 522
524 2 920 134 0.9228597444918324 0.07930734195815527 0
8 32 0 33 1998042 59 1602378 84 1450343 110 1240293 135 1462657 161 1190190 162 0
0
525 2 747 116 0.9165366186467879 0.009476999679789726 0
9 106 0 107 627920 133 676626 159 1512104 185 1732486 210 1477398 236 1489259 262 1772196 263 0
0
526 2 1474 134 0.9255860724533926 0.03833197367793191 0
10 91 0 92 2228135 115 1812677 139 1717979 162 1757621 185 2262943 208 1347187 232 1153783 255 1349340 256 0
1 525
527 2 1311 24 0.925439755274511 0.030290954795113748 0
10 51 0 52 701603 76 612087 101 494508 125 579809 150 1124287 174 2413799 199 2596071 223 2728233 224 0
1 526
528 2 1363 162 0.9244171931902454 0.07543410746914118 0
11 34 0 35 1756079 59 2332695 82 1531583 105 1275587 129 1075650 153 1066981 176 786110 199 1114237 223 1381841 224 0
0
529 2 900 62 0.9159050732154873 0.06819162583912908 0
11 12 0 13 734633 38 845863 63 1374984 88 1151127 113 1043102 138 1294793 163 794243 188 1242331 213 1404420 214 0
1 528
530 2 1205 148 0.9187223250896867 0.04248660716754053 0
10 23 0 24 1386136 48 855184 72 1240693 96 1399371 119 1023605 143 674347 167 693488 191 556850 192 0
0
531 2 1376 101 0.9225614543985977 0.06797473377122465 0
12 3 0 4 1895432 28 1970364 51 1156582 75 644493 98 716684 122 1226101 145 981355 169 1187857 192 1386332 216 942718 217 0
2 530 529
532 2 1329 55 0.9147996974008883 0.07284482400315546 0
9 140 0 141 1205342 165 1424247 190 811574 214 1155060 238 1555979 263 1518945 287 1350844 288 0
0
533 2 755 58 0.9121727524352856 0.015948741970674328 0
13 34 0 35 1507279 61 1917333 87 2242833 113 1681274 139 1391050 165 1669002 191 1338433 217 1689080 243 1470583 269 2115428 295 1038232 296 0
1 532
534 2 1069 175 0.9228828545690948 0.044274943552236774 0
9 111 0 112 1702791 136 1465889 161 1407639 185 1781307 209 1593403 234 1750113 258 2052920 259 0
0
535 2 1148 82 0.910139862413757 0.06580143576581489 0
12 22 0 23 3813978 49 1777149 75 1547118 101 1271060 127 1136169 153 1036821 179 1114285 205 1531441 231 2102655 257 1310203 258 0
1 534
536 2 837 159 0.9236968128584745 0.007970312952116759 0
9 63 0 64 1296697 89 1369619 114 1468650 139 2030815 164 1635364 189 1882168 214 1995994 215 0
0
537 2 1087 42 0.9253043080304949 0.13790065771943014 0
14 10 0 11 1052667 35 1247727 59 1358842 84 1141228 108 1171995 132 1054498 156 1571685 180 2201693 204 2961087 229 2666448 253 2673472 277 2359909 278 0
1 536
538 2 1421 110 0.9160988976801927 0.051772787951065304 0
14 12 0 13 3533763 39 2105066 64 1828085 90 1653202 116 1645774 142 1424125 167 1081726 193 1011622 219 1143948 245 1514776 270 1115086 296 1671584 297 0
0
539 2 1307 15 0.9243426603729984 0.03348642031020028 0
13 36 0 37 3029593 62 2184351 88 2091203 113 1261701 138 712372 163 590975 189 776259 214 751887 239 542201 265 331336 290 205621 291 0
0
540 2 1459 140 0.9288695299838385 0.06316291145784524 0
15 2 0 3 813978 28 575913 52 552287 77 745507 102 1881535 126 1935741 151 2260431 176 1366901 200 1577741 225 2618688 250 2749083 274 1449049 299 1284294 300 0
0
541 2 1371 77 0.9170328417821602 0.05265972758158458 0
15 0 0 1 1551644 26 1653267 50 937909 75 1104580 100 1209241 124 1459765 149 1263821 174 1333469 198 1114766 223 943074 248 937599 272 818178 297 822088 298 0
1 540
542 2 1201 63 0.9289412041318537 0.035547183997444776 0
7 132 0 133 1207693 159 1151188 184 1428202 209 2434816 235 2296829 236 0
0
543 2 1486 16 0.9142357223299031 0.013742968651054066 0
10 55 0 56 470391 81 385028 106 356416 131 979891 156 1489530 181 1961855 206 1638791 231 2393434 232 0
1 542
544 2 945 123 0.9216004772339924 0.10240169699063043 0
12 7 0 8 1092685 32 1052820 57 1044215 81 1308189 105 1805588 130 1821083 154 1998528 178 2488340 203 2080138 227 1489563 228 0
2 543 545
545 2 1152 169 0.9140134173751819 0.08495375889769992 0
11 51 0 52 362918 78 551323 105 771473 131 715082 157 1535790 184 2272037 210 1764978 237 1416171 263 2553209 264 0
0
546 2 671 94 0.9259179417280204 0.13344173274602106 0
13 9 0 10 117998 35 165354 60 107857 85 198036 110 251693 135 348222 160 615712 185 1095603 210 1367412 235 2167748 260 2075456 261 0
0
547 2 574 159 0.9142656259284153 0.015438851533343989 0
14 25 0 26 271456 51 326325 75 419464 100 576373 124 601622 149 857320 173 1622456 198 2241907 222 2343610 247 2863057 271 2281717 296 2370976 297 0
1 546
548 2 1380 55 0.9103355804750907 0.11948412889363835 0
8 132 0 133 1056263 159 1522434 186 1261881 212 1133183 239 688749 265 623292 266 0
1 546
549 2 1488 55 0.9191537238817987 0.09693536686262144 0
10 14 0 15 1074858 40 1248510 66 1275615 91 1517233 117 1657540 142 1768869 168 2688801 193 2084567 194 0
0
550 2 1108 22 0.9102539323294442 0.06700063374834136 0
10 14 0 15 1436830 40 1754025 65 1180499 90 597038 115 639262 140 1224965 165 1217461 190 1444468 191 0
1 549
551 2 876 104 0.9264569147884193 0.07206231372033921 0
12 50 0 51 930285 76 895243 101 817586 126 793912 151 847595 175 1745537 200 1354124 225 1636976 250 1713622 275 2386839 276 0
0
552 2 852 155 0.9212344776769775 0.1416114254689481 0
13 24 0 25 704647 50 504810 74 566774 99 671469 123 933748 148 1946632 173 2026642 197 1664301 222 824694 246 1086697 271 961051 272 0
1 551
553 2 1107 65 0.9232081955618459 0.020367483763338055 0
10 98 0 99 994070 125 1836615 150 2505636 176 2487526 202 1627489 228 2136445 253 1223861 279 1228606 280 0
2 551 552
554 2 1281 111 0.9157114057852257 0.13007403505937196 0
8 115 0 116 684030 141 1265309 165 1191232 190 2615103 214 2345067 239 1754102 240 0
0
555 2 615 170 0.9250755452937961 0.03733301601362636 0
14 0 0 1 1747003 25 2494028 49 1514283 73 1754152 97 1772639 121 990191 144 1054811 168 1321855 192 1232698 216 1075914 240 1438004 264 1296534 265 0
0
556 2 1339 58 0.9267645378850693 0.06887091527464 0
15 3 0 4 668108 29 562606 53 710779 78 750438 102 1082831 127 1476262 151 1397819 176 2449585 201 2121712 225 2537406 250 1816645 274 1493016 299 1202686 300 0
0
557 2 1155 44 0.917725998859815 0.06169164110958886 0
12 11 0 12 352350 37 414495 61 486594 86 732252 111 1249040 135 1449042 160 1971884 185 2107286 209 3028309 234 2895116 235 0
0
558 2 1382 107 0.9178294857412339 0.10655040973954988 0
13 45 0 46 1731027 70 741347 94 678169 117 943428 141 1259415 165 977993 189 1651991 213 1355673 236 779972 260 618354 284 759051 285 0
1 557
559 2 1124 169 0.926483243331684 0.03081067078470317 0
7 165 0 166 2518810 194 1273646 221 1433619 249 1979327 277 2051543 278 0
0
560 2 1240 120 0.9140122914124801 0.12164461114739863 0
8 66 0 67 1025011 91 1107984 116 1508574 140 1523276 165 1156969 189 1552281 190 0
2 559 562
561 2 567 49 0.9178797653592305 0.04235847412855482 0
7 40 0 41 2129158 67 1041333 93 935921 118 953756 144 1012422 145 0
3 559 562 560
562 2 1118 89 0.9269436266011303 0.12497059480624767 0
12 68 0 69 1321523 94 1620489 119 1716410 143 1830745 168 1809058 193 1399687 218 1945153 242 1486211 267 2822217 292 2589867 293 0
0
563 2 508 94 0.919500681475059 0.08766432668267 0
13 7 0 8 1953640 34 2210000 59 2190950 85 1283570 111 1015689 137 1001473 162 1202247 188 1191312 214 763424 239 683842 265 566101 266 0
0
564 2 522 50 0.9297005546272433 0.07858796113368942 0
13 18 0 19 606209 44 602408 69 721208 94 948874 119 838027 145 1034629 170 1184458 195 1466491 220 1672413 245 2219712 270 2676188 271 0
3 563 565 566
565 2 562 153 0.9272484696656167 0.13899926231800494 0
8 187 0 188 2060959 210 2227812 233 1422486 255 1454503 278 615838 300 391660 301 0
0
566 2 888 130 0.9241710991885778 0.1397793833014489 0
15 9 0 10 808164 34 1208172 58 1914140 82 1974556 106 2237720 130 1584353 155 1363280 179 1879326 203 1533677 227 1249708 251 1739075 275 1487762 299 1068240 300 0
1 565
567 2 1233 88 0.9245061594529903 0.032793542936431316 0
14 8 0 9 479576 34 548621 60 741684 85 748536 110 1669100 135 1506418 161 1875503 186 1170834 211 1200987 236 1137188 262 1071231 287 897409 288 0
0
568 2 958 116 0.9147202781722384 0.0453076727151289 0
7 100 0 101 668495 126 728721 151 676415 176 953820 201 1959433 202 0
1 567
569 2 1291 48 0.9170881995260377 0.001495332543370359 0
11 75 0 76 1261139 101 1044335 127 511545 152 890315 177 1170163 202 2093015 227 1953288 253 1449604 278 1038749 279 0
2 567 568
570 2 514 68 0.9153456573384379 0.08429598887814639 0
12 10 0 11 1527896 37 1248237 63 1136697 89 1083967 115 2927838 141 2973241 167 1965903 193 1313177 219 1207416 245 1502650 246 0
0
571 2 1439 46 0.9179461794659598 0.0693160379217108 0
7 43 0 44 1021524 69 1520259 94 1806114 119 1862223 144 2560432 145 0
1 570
572 2 1140 19 0.9104077821505077 0.011123718136431449 0
11 60 0 61 1224931 85 1128404 108 1551988 131 1877808 155 1483941 179 1313931 202 962197 225 1292838 249 1053481 250 0
0
573 2 1147 137 0.9193613717863673 0.09972365072943667 0
7 93 0 94 1367139 121 1255330 147 1720393 174 1362470 201 1935289 202 0
1 572
574 2 1142 18 0.9249675686164556 0.1416279070567832 0
15 4 0 5 800524 30 728493 54 745836 79 628836 103 1083893 128 1126136 153 1296299 177 1563191 202 1409084 226 961114 251 1345851 275 2194862 300 2642986 301 0
0
575 2 1215 115 0.9195544161030853 0.03982019792662315 0
8 88 0 89 614602 113 1204714 137 1462741 161 1457965 185 1149344 209 805406 210 0
2 574 576
576 2 1030 5 0.9213974574605376 0.14978384794523072 0
13 24 0 25 1410557 50 2383385 75 1066663 100 814058 125 1090997 150 1231921 175 2688984 200 1261180 225 529388 250 684733 275 715508 276 0
0
577 2 802 26 0.9263022068879454 0.04478750693676211 0
11 82 0 83 1917558 109 2033620 134 1691347 160 1406135 185 835461 211 823503 237 720315 262 658070 288 713353 289 0
0
578 2 1061 3 0.9269630433548434 0.13671815598027 0
11 32 0 33 1211870 59 1422548 85 1365030 111 997586 137 1890651 164 1183540 190 1218350 216 1055873 242 1624249 243 0
2 577 579
579 2 935 91 0.9186726420215192 0.024740083573153004 0
12 60 0 61 2619858 86 2199285 111 2364780 136 1804598 161 1093853 187 978090 212 1484068 237 2231049 262 1587263 287 846038 288 0
0
580 2 730 23 0.9239688140517992 0.05630414445768525 0
11 7 0 8 446511 33 707793 58 483173 83 427529 108 691531 133 623507 158 938087 183 1580532 208 2982515 209 0
0
581 2 855 108 0.9124861141801929 0.1060891868326588 0
10 52 0 53 2375573 77 2426699 100 1767307 124 1648929 148 1377576 172 998874 195 545433 219 546678 220 0
1 580
582 2 1005 55 0.9289722514146761 0.13400986725168418 0
14 11 0 12 1504637 37 1013356 61 725136 86 1628682 110 1647248 135 2061563 159 1766505 184 1488773 208 890304 233 800387 257 1138439 282 736492 283 0
1 580
583 2 809 69 0.9199305860916009 0.07871268958076043 0
14 2 0 3 2479121 29 3353791 54 2914956 80 3113854 105 1870021 131 1245983 156 1102055 182 1031307 207 758295 233 723320 258 668231 284 363330 285 0
2 580 581
584 2 1432 131 0.9179804569647539 0.03512964918130765 0
11 61 0 62 1430755 87 1773631 112 1715794 137 1602504 163 1572926 188 1177317 213 881866 238 1325941 263 1657557 264 0
0
585 2 1445 46 0.9284751485373123 0.0016010285214555775 0
9 102 0 103 696219 126 721456 149 1114567 173 1053308 196 1798861 219 2423073 242 1701112 243 0
1 584
586 2 936 113 0.9226860630269212 0.042303653795606994 0
13 27 0 28 2041417 52 2039364 76 1112552 101 576513 125 542174 149 631974 173 566811 197 813041 222 891237 246 704625 270 409262 271 0
0
587 2 1028 124 0.9178467463089097 0.0036966963118555073 0
10 87 0 88 745130 111 639985 135 959352 158 1252777 182 1480528 205 2320976 229 1574971 252 1701402 253 0
0
588 2 778 142 0.9207818372159011 0.13554153179112646 0
12 76 0 77 2760055 102 2622983 126 1699756 151 1412428 175 2093285 200 2100382 224 2228922 249 1348460 273 1319436 298 1004263 299 0
0
589 2 727 110 0.9219364461265325 0.037112146106997486 0
13 57 0 58 591147 82 735221 106 736987 131 755760 155 812576 179 1422770 203 1588717 227 1759239 252 988180 276 865704 300 590864 301 0
0
590 2 927 127 0.9125147015429957 0.06676351926825112 0
7 162 0 163 560006 188 711688 213 871287 238 2244154 263 1304229 264 0
1 589
591 2 1195 46 0.9290002131709079 0.020038886911578423 0
11 59 0 60 2190948 83 1930734 107 1901949 130 2297623 153 1914582 177 1407057 200 1103985 224 1271821 247 3021478 248 0
0
592 2 841 123 0.9103780762584561 0.06568614490552208 0
11 26 0 27 1083925 52 1005833 77 1786230 101 1500600 126 1660707 151 2456039 175 1168849 200 948377 225 1731591 226 0
0
593 2 726 90 0.9223384856245123 0.02176443123119771 0
10 97 0 98 1521751 123 1138023 148 1367517 173 1300178 198 1422572 223 1916632 248 1778487 273 2287065 274 0
0
594 2 1259 5 0.9226484149788046 0.14023385926630857 0
9 53 0 54 2183522 80 2169316 106 2441452 133 1710775 159 2037459 185 1519374 211 945186 212 0
1 593
595 2 1090 146 0.9260376172432315 0.13896585901159136 0
9 77 0 78 2051748 101 1987252 125 1091907 149 1809458 172 1218450 195 799415 219 1395397 220 0
0
596 2 934 130 0.9179992354050365 0.020533538736709534 0
13 18 0 19 1946819 44 2178780 69 2876345 95 1589288 120 739747 145 1026867 170 771691 195 1748029 221 1590174 246 1487930 271 1614990 272 0
1 595
597 2 1041 97 0.9292517996930983 0.022558396531991293 0
14 5 0 6 1190020 31 1097004 57 1268813 82 987200 107 1177629 133 1567118 158 1693421 184 1035513 209 1539341 234 862494 260 1027619 285 1386894 286 0
1 595
598 2 1064 107 0.9273620738580752 0.11655596017473409 0
13 17 0 18 1545420 42 1811461 67 1214712 91 1094065 115 1314278 139 1966059 164 1650874 188 1208638 212 1518896 237 1079333 261 832752 262 0
1 597
599 2 1468 185 0.9153738326983559 0.010784697524491122 0
13 43 0 44 2394404 68 1947826 92 1325812 117 2009738 141 1142496 165 936588 189 599134 213 483800 238 358842 262 681276 286 604599 287 0
0
600 2 653 50 0.9235107408261141 0.053858634113705645 0
9 88 0 89 1952399 115 1572455 142 1503218 169 1229142 195 2188457 221 2336811 248 2312626 249 0
1 599
601 2 1064 132 0.918564073216888 0.0421306383761303 0
13 25 0 26 491149 50 608770 74 546519 98 769027 122 955367 146 817217 170 1943023 194 2885861 218 2577505 242 1523182 266 879915 267 0
0
602 2 1046 172 0.9274408589155737 0.10764660971122646 0
10 116 0 117 1228858 142 1070904 167 1071842 192 1102962 216 1593829 241 2411091 266 1637801 291 2153073 292 0
1 601
603 2 1431 131 0.9133954365410398 0.14286392225051492 0
7 114 0 115 1520917 143 2190397 170 1341957 197 1950525 225 1331534 226 0
0
604 2 550 176 0.9146475954013358 0.082022531483106 0
15 2 0 3 2076010 27 2143237 51 2421387 75 1528769 100 2021989 124 1902302 148 1890292 172 2179181 196 2584714 221 1215775 245 940955 269 934463 293 833267 294 0
0
605 2 658 143 0.9278421029099867 0.06910475592698603 0
13 19 0 20 2589445 45 1708950 70 1759095 94 2345251 119 2134358 144 1606369 169 1537209 194 1554129 218 1177439 243 1295539 268 1348212 269 0
0
606 2 1195 172 0.9285730801433775 0.017108495845557813 0
9 32 0 33 1105473 56 1169601 79 1238726 103 1404946 126 1404287 149 2184834 172 1872676 173 0
1 605
607 2 1180 100 0.9229683751901856 0.061282199782310635 0
14 1 0 2 530384 28 944550 54 667966 80 1015632 106 550255 132 774447 157 959747 183 948496 209 1488659 235 1717800 261 2240384 287 1743957 288 0
0
608 2 1288 133 0.9102795922261614 0.058998728271481254 0
8 110 0 111 1801230 136 1219850 161 1111410 186 1541377 211 1336097 236 952222 237 0
1 607
609 2 1193 147 0.9203330106725983 0.07125356099780424 0
13 31 0 32 5801734 57 2422538 81 1270591 106 973583 131 802434 155 699790 180 277551 205 279888 230 378551 254 410893 279 457422 280 0
0
610 2 1145 61 0.9142321541175397 0.09631244703815259 0
8 145 0 146 750564 172 1302067 199 1104227 225 1372704 252 1562371 278 1103779 279 0
1 609
611 2 1021 31 0.9282035584248913 0.12970660415416838 0
10 31 0 32 1853314 56 2276511 80 1279706 104 1688056 128 1550045 152 1451377 176 1144253 200 1117942 201 0
0
612 2 936 133 0.9169953802341716 0.09981997083731048 0
12 28 0 29 3497111 54 2472776 80 1693817 105 1309699 130 878584 156 867942 181 836705 206 1354382 232 1426827 257 983843 258 0
0
613 2 994 5 0.9238180821674796 0.11989529174009793 0
9 99 0 100 2161333 124 1273960 149 1292949 173 1527881 197 2180465 222 1290689 246 1044864 247 0
1 612
614 2 515 114 0.9142090465194465 0.05414035083095192 0
11 36 0 37 1970303 62 1617429 87 1872277 113 1490350 138 1225474 163 1366803 189 987941 214 732247 239 535548 240 0
0
615 2 1018 62 0.9190887877096449 0.13658634649363885 0
9 140 0 141 1623242 166 2095368 192 2363814 217 2887922 242 1732675 268 1004623 293 810523 294 0
1 614
616 2 528 67 0.9258656389186877 0.05566663641672604 0
10 114 0 115 2713634 141 1721955 167 1794092 193 1246844 219 1146569 245 906190 271 1004711 297 1003818 298 0
0
617 2 523 43 0.9171932951097622 0.06780569393841707 0
13 23 0 24 3998735 50 3688236 75 1340985 101 1033993 127 1016093 153 800577 178 904050 204 671898 230 960329 255 683410 281 1447694 282 0
2 616 618
618 2 1060 6 0.9159185439758682 0.03726079729499858 0
8 176 0 177 1928258 200 1086412 224 1023113 247 752541 271 1094216 294 864063 295 0
0
619 2 603 103 0.9211199299295313 0.0013826417321095795 0
7 0 0 1 1160765 26 1681455 51 658710 77 367369 102 547050 103 0
0
620 2 1388 146 0.9159302765094819 0.11448670178066285 0
14 13 0 14 617074 38 673546 63 1507254 87 1538217 112 1840143 136 1966524 161 2063319 185 2103029 210 1363594 234 971064 259 728490 283 1561033 284 0
1 619
621 2 932 145 0.9254404017205025 0.0543010251347719 0
8 95 0 96 2017731 123 1248962 150 1078030 178 1098826 205 923511 232 647574 233 0
0
622 2 978 153 0.9150235051846474 0.14771562154349477 0
11 34 0 35 891642 61 1134320 88 1221838 114 793797 141 1151083 167 1086461 193 1942210 220 2052646 246 3000131 247 0
0
623 2 1318 43 0.926713235562759 0.06111813354151586 0
10 115 0 116 429913 142 483620 167 674393 193 927006 218 1904370 244 1665417 269 1539464 295 1651511 296 0
0
624 2 1120 141 0.9268823362854733 0.06314399979657345 0
13 29 0 30 709920 56 885302 82 883243 108 1306781 134 911189 160 1363210 186 1045302 212 1395029 238 1466031 264 643655 290 705460 291 0
1 623
625 2 956 114 0.9288321829692963 0.12265594593284009 0
10 110 0 111 2032407 134 2597019 158 2079747 181 1994251 204 1823775 227 1019558 251 1755856 274 1737552 275 0
2 623 624
626 2 1341 140 0.9256136652953654 0.03734312870769444 0
13 17 0 18 901258 43 2107213 69 1506946 95 1012615 120 731812 145 1040466 171 630966 197 551190 222 903236 247 522737 273 615354 274 0
0
627 2 1371 4 0.9282060434712434 0.07715303500816907 0
7 126 0 127 1174688 152 837160 177 1041475 201 1460782 226 798597 227 0
1 626
628 2 1434 113 0.9151944002788915 0.09938782874698744 0
14 6 0 7 2131346 31 2363917 56 2998507 80 1607511 104 1747467 128 1786389 153 1070372 177 1634106 201 884083 225 388506 250 511889 274 457520 275 0
1 626
629 2 1181 84 0.914902008536906 0.04099915402536505 0
13 32 0 33 576069 58 930168 82 1185474 107 2730188 132 3555064 157 2547391 181 1544142 206 1185742 231 751384 255 843938 280 1052309 281 0
0
630 2 1153 152 0.9209729290612947 0.10244696416899972 0
13 32 0 33 448625 59 288644 85 392036 111 466583 137 1162494 163 1525921 188 2577302 214 2004815 240 2236839 266 2377238 292 2027760 293 0
0
631 2 704 152 0.9122853340431172 0.07601281891941687 0
14 5 0 6 487951 31 720197 56 628096 81 569400 106 667762 131 945302 157 1185694 182 1735183 207 1594855 232 1768060 257 1207849 282 1359856 283 0
1 630
632 2 609 7 0.9214549303949854 0.14971571086158644 0
10 15 0 16 1315953 39 1288503 63 2230201 86 1755636 110 1798055 133 1070793 157 1023502 180 547224 181 0
2 630 631
633 2 999 92 0.920219471187933 0.03899605108761766 0
15 1 0 2 2816116 27 3262354 51 3951168 76 1547519 101 1266512 126 1223351 151 985495 175 867807 200 654741 225 700006 249 748402 274 707238 299 807715 300 0
0
634 2 1250 9 0.912376557181403 0.1393669161581269 0
8 48 0 49 1020566 75 1726759 101 3097787 128 1734881 154 1490364 180 1041934 181 0
1 633
635 2 1064 177 0.9148874181380213 0.14167239033322424 0
15 4 0 5 1246902 29 1484068 53 1839234 78 1442464 102 2084736 126 1453998 151 1459931 175 1489298 199 1653343 223 1535259 247 1784645 272 1505695 296 2124748 297 0
1 633
636 2 956 31 0.9267491131491877 0.0775298212274851 0
14 5 0 6 773644 31 467946 57 766001 82 777249 107 644790 133 497370 158 550308 184 859670 209 1115013 234 1915582 260 2959085 285 2355141 286 0
0
637 2 1337 146 0.9108561335698924 0.00010370709785531007 0
8 96 0 97 1612936 119 1334573 142 1327746 164 1146358 187 1533903 209 1899520 210 0
1 636
638 2 653 127 0.9154344122249003 0.08487694891011939 0
13 10 0 11 380801 35 274737 59 205673 82 431961 106 783635 130 1010331 154 1173047 178 1308637 201 1833163 225 2131419 249 1592524 250 0
0
639 2 1493 50 0.9173953229075501 0.009432199808826857 0
15 1 0 2 2499589 27 2483949 51 1125122 76 1596188 101 1840724 125 1775943 150 2390575 175 1821764 199 1506234 224 1070425 249 1060962 273 1258594 298 927787 299 0
0
640 2 764 149 0.9226503946530633 0.024653019044619116 0
9 45 0 46 2133452 69 1371407 92 1912617 115 2332497 138 2386535 161 1296573 184 1583750 185 0
0
641 2 594 181 0.9273180695480501 0.10246234056403049 0
10 27 0 28 534051 53 765396 78 721207 103 810355 127 1117472 152 1368402 177 1058192 202 1424807 203 0
1 640
642 2 1088 127 0.9185922475515809 0.051980039256857034 0
8 34 0 35 1116223 58 1293129 81 898701 104 879888 127 1050181 150 1194828 151 0
0
